,Title,Description,Short_description,Category,CategoryID
20,"Musk insists Tesla does not need more capital, predicts profit soon","(Reuters) - Tesla Inc  will be profitable in the third and fourth quarters of this year and will not have to raise any money from investors, billionaire Chief Executive Elon Musk said on Friday, driving shares in the electric carmaker higher.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=X7JDMreq-3o:hQ02jg-2APU:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=X7JDMreq-3o:hQ02jg-2APU:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=X7JDMreq-3o:hQ02jg-2APU:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=X7JDMreq-3o:hQ02jg-2APU:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=X7JDMreq-3o:hQ02jg-2APU:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/X7JDMreq-3o"" height=""1"" width=""1"" alt=""""/>","Tesla Inc  will be profitable in the third and fourth quarters of this year and will not have to raise any money from investors, billionaire Chief Executive Elon Musk said on Friday, driving shares in the electric carmaker higher.",technologyNews,2
21,'Gold rush' for Wi-Fi on board planes spurs innovation,"HAMBURG (Reuters) - Satellite technology to provide Wi-Fi on board planes has matured to a point where more and more airlines are looking to use it, triggering a ""gold rush"" among suppliers.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=uNGgubkTHyg:h90toZJG1SM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=uNGgubkTHyg:h90toZJG1SM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=uNGgubkTHyg:h90toZJG1SM:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=uNGgubkTHyg:h90toZJG1SM:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=uNGgubkTHyg:h90toZJG1SM:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/uNGgubkTHyg"" height=""1"" width=""1"" alt=""""/>","Satellite technology to provide Wi-Fi on board planes has matured to a point where more and more airlines are looking to use it, triggering a ""gold rush"" among suppliers.",technologyNews,2
22,Russia to ban Telegram messenger over encryption dispute,"MOSCOW (Reuters) - A Russian court on Friday ordered that access to the Telegram messenger service be blocked in Russia, heralding possible communication disruption for millions of users in the latest clash between global technology firms and Russian authorities.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=tzd1zfbqcs0:R91gtublrLw:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=tzd1zfbqcs0:R91gtublrLw:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=tzd1zfbqcs0:R91gtublrLw:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=tzd1zfbqcs0:R91gtublrLw:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=tzd1zfbqcs0:R91gtublrLw:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/tzd1zfbqcs0"" height=""1"" width=""1"" alt=""""/>","A Russian court on Friday ordered that access to the Telegram messenger service be blocked in Russia, heralding possible communication disruption for millions of users in the latest clash between global technology firms and Russian authorities.",technologyNews,2
23,"Trade war or not, China is closing the gap on U.S. in technology IP race","HONG KONG (Reuters) - China's rising investment in research and expansion of its higher education system mean that it is fast closing the gap with the United States in intellectual property and the struggle to be the No.1 global technology power, according to patent experts.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=K5YSoCmTTLU:EZg02y-LOeo:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=K5YSoCmTTLU:EZg02y-LOeo:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=K5YSoCmTTLU:EZg02y-LOeo:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=K5YSoCmTTLU:EZg02y-LOeo:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=K5YSoCmTTLU:EZg02y-LOeo:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/K5YSoCmTTLU"" height=""1"" width=""1"" alt=""""/>","China's rising investment in research and expansion of its higher education system mean that it is fast closing the gap with the United States in intellectual property and the struggle to be the No.1 global technology power, according to patent experts.",technologyNews,2
24,Lawmakers question FBI over San Bernardino suit against Apple,"(Reuters) - A bipartisan group of lawmakers in the U.S. House of Representatives on Friday sent a letter to FBI Director Christopher Wray questioning the law enforcement agency's decision to take Apple Inc to court to force the company to help unlock a mass shooter's iPhone.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=sZGuqVmqpLY:QSR2DP1c0-U:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=sZGuqVmqpLY:QSR2DP1c0-U:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=sZGuqVmqpLY:QSR2DP1c0-U:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=sZGuqVmqpLY:QSR2DP1c0-U:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=sZGuqVmqpLY:QSR2DP1c0-U:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/sZGuqVmqpLY"" height=""1"" width=""1"" alt=""""/>",A bipartisan group of lawmakers in the U.S. House of Representatives on Friday sent a letter to FBI Director Christopher Wray questioning the law enforcement agency's decision to take Apple Inc to court to force the company to help unlock a mass shooter's iPhone.,technologyNews,2
25,Singapore watchdog sets interim measures for Uber-Grab deal,"SINGAPORE (Reuters) - Singapore's competition watchdog on Friday outlined a set of interim measures for ride-hailing firms Grab and Uber Technologies to ensure an open market as it continued its  investigation into their merger in the city-state.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=jjOgmroEe0U:RHUsaKE3pT8:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=jjOgmroEe0U:RHUsaKE3pT8:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=jjOgmroEe0U:RHUsaKE3pT8:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=jjOgmroEe0U:RHUsaKE3pT8:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=jjOgmroEe0U:RHUsaKE3pT8:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/jjOgmroEe0U"" height=""1"" width=""1"" alt=""""/>",Singapore's competition watchdog on Friday outlined a set of interim measures for ride-hailing firms Grab and Uber Technologies to ensure an open market as it continued its  investigation into their merger in the city-state.,technologyNews,2
26,"Singapore to test facial recognition on lampposts, stoking privacy fears","SINGAPORE (Reuters) - In the not too distant future, surveillance cameras sitting atop over 100,000 lampposts in Singapore could help authorities pick out and recognize faces in crowds across the island-state.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=3W3VG4x45eU:PrjxnK9YQP4:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=3W3VG4x45eU:PrjxnK9YQP4:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=3W3VG4x45eU:PrjxnK9YQP4:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=3W3VG4x45eU:PrjxnK9YQP4:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=3W3VG4x45eU:PrjxnK9YQP4:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/3W3VG4x45eU"" height=""1"" width=""1"" alt=""""/>","In the not too distant future, surveillance cameras sitting atop over 100,000 lampposts in Singapore could help authorities pick out and recognize faces in crowds across the island-state.",technologyNews,2
27,Italy's Open Fiber enlists banks for $8 billion broadband rollout,"MILAN (Reuters) - Italy's Open Fiber has enlisted banks to help fund the 6.5 billion euro ($8 billion) rollout of its fast broadband network, it said on Friday, confirming an earlier Reuters report.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=g5CMmcg-_js:0KGQuVwaoXc:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=g5CMmcg-_js:0KGQuVwaoXc:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=g5CMmcg-_js:0KGQuVwaoXc:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=g5CMmcg-_js:0KGQuVwaoXc:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=g5CMmcg-_js:0KGQuVwaoXc:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/g5CMmcg-_js"" height=""1"" width=""1"" alt=""""/>","Italy's Open Fiber has enlisted banks to help fund the 6.5 billion euro ($8 billion) rollout of its fast broadband network, it said on Friday, confirming an earlier Reuters report.",technologyNews,2
28,Philippines' watchdog probes Facebook over Cambridge Analytica data breach,"MANILA (Reuters) - The Philippines' privacy watchdog said on Friday it has started investigating Facebook Inc  over a data breach involving British firm Cambridge Analytica that affected more than a million Filipino users of social media.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=RjnT681rqnA:WyLDJBLcvyA:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=RjnT681rqnA:WyLDJBLcvyA:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=RjnT681rqnA:WyLDJBLcvyA:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=RjnT681rqnA:WyLDJBLcvyA:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=RjnT681rqnA:WyLDJBLcvyA:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/RjnT681rqnA"" height=""1"" width=""1"" alt=""""/>",The Philippines' privacy watchdog said on Friday it has started investigating Facebook Inc  over a data breach involving British firm Cambridge Analytica that affected more than a million Filipino users of social media.,technologyNews,2
29,Microsoft auditing partner KPMG's anti-piracy work in India after complaint: documents,"NEW DELHI (Reuters) - Microsoft Corp is investigating the methods partner KPMG uses to crack down on the illegal use of its software in India, after a complaint from a senior member of the country's ruling political party, documents seen by Reuters showed.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=I-Ixtc0BKsk:13UqT7PHM4E:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=I-Ixtc0BKsk:13UqT7PHM4E:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=I-Ixtc0BKsk:13UqT7PHM4E:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/technologyNews?a=I-Ixtc0BKsk:13UqT7PHM4E:-BTjWOF_DHI""><img src=""http://feeds.feedburner.com/~ff/reuters/technologyNews?i=I-Ixtc0BKsk:13UqT7PHM4E:-BTjWOF_DHI"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/technologyNews/~4/I-Ixtc0BKsk"" height=""1"" width=""1"" alt=""""/>","Microsoft Corp is investigating the methods partner KPMG uses to crack down on the illegal use of its software in India, after a complaint from a senior member of the country's ruling political party, documents seen by Reuters showed.",technologyNews,2
30,Mylan seeks deal for German Merck's consumer products unit: sources,"FRANKFURT/NEW YORK (Reuters) - Generic drug maker Mylan NV is in advanced discussions to acquire Merck KGaA's consumer health business after other bidders failed to meet the German company's price expectations, people familiar with the matter said.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=Dx6JjHmvOBM:n0iXpfV9jC4:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=Dx6JjHmvOBM:n0iXpfV9jC4:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=Dx6JjHmvOBM:n0iXpfV9jC4:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=Dx6JjHmvOBM:n0iXpfV9jC4:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=Dx6JjHmvOBM:n0iXpfV9jC4:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/Dx6JjHmvOBM"" height=""1"" width=""1"" alt=""""/>","Generic drug maker Mylan NV is in advanced discussions to acquire Merck KGaA's consumer health business after other bidders failed to meet the German company's price expectations, people familiar with the matter said.",healthNews,3
31,Enforcement of Kentucky abortion law suspended pending ruling,"(Reuters) - Kentucky state officials have agreed to hold off enforcing a new law that bans a common abortion procedure from the 11th week of pregnancy until a federal judge rules on a request by a civil liberties group challenging it, according to court papers.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=1j1O-LiglCc:_nX-nCGLKwo:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=1j1O-LiglCc:_nX-nCGLKwo:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=1j1O-LiglCc:_nX-nCGLKwo:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=1j1O-LiglCc:_nX-nCGLKwo:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=1j1O-LiglCc:_nX-nCGLKwo:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/1j1O-LiglCc"" height=""1"" width=""1"" alt=""""/>","Kentucky state officials have agreed to hold off enforcing a new law that bans a common abortion procedure from the 11th week of pregnancy until a federal judge rules on a request by a civil liberties group challenging it, according to court papers.",healthNews,3
32,Insect farms gear up to feed soaring global protein demand,"LANGLEY, British Columbia (Reuters) - Layers of squirming black soldier fly larvae fill large aluminum bins stacked 10-high in a warehouse outside of Vancouver. They are feeding on stale bread, rotting mangoes, overripe cantaloupe and squishy zucchini.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=fVFEha5RoVk:tulNg_sEfSc:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=fVFEha5RoVk:tulNg_sEfSc:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=fVFEha5RoVk:tulNg_sEfSc:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=fVFEha5RoVk:tulNg_sEfSc:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=fVFEha5RoVk:tulNg_sEfSc:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/fVFEha5RoVk"" height=""1"" width=""1"" alt=""""/>","Layers of squirming black soldier fly larvae fill large aluminum bins stacked 10-high in a warehouse outside of Vancouver. They are feeding on stale bread, rotting mangoes, overripe cantaloupe and squishy zucchini.",healthNews,3
33,ManorCare wins court approval to exit bankruptcy under landlord,"(Reuters) - No. 2 U.S. nursing home chain HCR ManorCare Inc won court approval on Friday for a plan to exit a $7.1 billion Chapter 11 bankruptcy by transferring ownership to its landlord, Quality Care Properties Inc .<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=-SC0pOi5r3c:VMAXUeSz1h4:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=-SC0pOi5r3c:VMAXUeSz1h4:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=-SC0pOi5r3c:VMAXUeSz1h4:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=-SC0pOi5r3c:VMAXUeSz1h4:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=-SC0pOi5r3c:VMAXUeSz1h4:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/-SC0pOi5r3c"" height=""1"" width=""1"" alt=""""/>","No. 2 U.S. nursing home chain HCR ManorCare Inc won court approval on Friday for a plan to exit a $7.1 billion Chapter 11 bankruptcy by transferring ownership to its landlord, Quality Care Properties Inc .",healthNews,3
34,Religious faith linked to suicidal behavior in LGBQ adults,"(Reuters Health) - Although religiosity is generally tied to reduced suicide risk, the opposite may be true for some young lesbian, gay and questioning adults, researchers say.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=MMFbKlp9VjU:NkieT5hdL7E:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=MMFbKlp9VjU:NkieT5hdL7E:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=MMFbKlp9VjU:NkieT5hdL7E:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=MMFbKlp9VjU:NkieT5hdL7E:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=MMFbKlp9VjU:NkieT5hdL7E:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/MMFbKlp9VjU"" height=""1"" width=""1"" alt=""""/>","Although religiosity is generally tied to reduced suicide risk, the opposite may be true for some young lesbian, gay and questioning adults, researchers say.",healthNews,3
35,U.S. appeals court strikes down Maryland drug price-gouging law,"(Reuters) - A federal appeals court on Friday declared unconstitutional a 2017 Maryland law that lets the state attorney general sue generic drugmakers who sharply raise prices on medications.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=uXFxDToUFuQ:eftQR-_Kxg8:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=uXFxDToUFuQ:eftQR-_Kxg8:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=uXFxDToUFuQ:eftQR-_Kxg8:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=uXFxDToUFuQ:eftQR-_Kxg8:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=uXFxDToUFuQ:eftQR-_Kxg8:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/uXFxDToUFuQ"" height=""1"" width=""1"" alt=""""/>",A federal appeals court on Friday declared unconstitutional a 2017 Maryland law that lets the state attorney general sue generic drugmakers who sharply raise prices on medications.,healthNews,3
36,Patients more satisfied when doctors treat fewer people,"(Reuters Health) - Doctors who see fewer patients may get better online reviews than physicians who have higher-volume practices, a study of U.S. urologists suggests.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=n5bPNm_JrKs:pagpjIVit6I:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=n5bPNm_JrKs:pagpjIVit6I:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=n5bPNm_JrKs:pagpjIVit6I:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=n5bPNm_JrKs:pagpjIVit6I:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=n5bPNm_JrKs:pagpjIVit6I:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/n5bPNm_JrKs"" height=""1"" width=""1"" alt=""""/>","Doctors who see fewer patients may get better online reviews than physicians who have higher-volume practices, a study of U.S. urologists suggests.",healthNews,3
37,Fish oil supplements ineffective against dry eye,"(Reuters Health) - Fish oil supplements do not ease the symptoms of dry eye, a condition that affects about one in seven U.S. adults, according to a new test of the treatment in hundreds of volunteers.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=rjVste0bsy8:BBQbfKOJQC8:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=rjVste0bsy8:BBQbfKOJQC8:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=rjVste0bsy8:BBQbfKOJQC8:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=rjVste0bsy8:BBQbfKOJQC8:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=rjVste0bsy8:BBQbfKOJQC8:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/rjVste0bsy8"" height=""1"" width=""1"" alt=""""/>","Fish oil supplements do not ease the symptoms of dry eye, a condition that affects about one in seven U.S. adults, according to a new test of the treatment in hundreds of volunteers.",healthNews,3
38,CVS Health appoints Marc-David Munk as CMO of MinuteClinic,"(Reuters) - CVS Health on Friday named Marc-David Munk as the new chief medical officer of MinuteClinic, the drugstore chain's retail medical clinic unit and as associate chief medical officer of the company.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=BUvSSYPZYXw:ZvwNYDHuOLg:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=BUvSSYPZYXw:ZvwNYDHuOLg:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=BUvSSYPZYXw:ZvwNYDHuOLg:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=BUvSSYPZYXw:ZvwNYDHuOLg:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=BUvSSYPZYXw:ZvwNYDHuOLg:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/BUvSSYPZYXw"" height=""1"" width=""1"" alt=""""/>","CVS Health on Friday named Marc-David Munk as the new chief medical officer of MinuteClinic, the drugstore chain's retail medical clinic unit and as associate chief medical officer of the company.",healthNews,3
39,GSK slims portfolio with sale of rare disease gene therapy drugs,"LONDON (Reuters) - GlaxoSmithKline is divesting its rare disease gene therapy drugs to private biotech company Orchard Therapeutics as Chief Executive Emma Walmsley makes good on her promise to prune the drugmaker's pharmaceuticals portfolio.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=OAcwsCy6R1M:9kfZ3Js4AeY:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=OAcwsCy6R1M:9kfZ3Js4AeY:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=OAcwsCy6R1M:9kfZ3Js4AeY:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/healthNews?a=OAcwsCy6R1M:9kfZ3Js4AeY:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/healthNews?i=OAcwsCy6R1M:9kfZ3Js4AeY:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/healthNews/~4/OAcwsCy6R1M"" height=""1"" width=""1"" alt=""""/>",GlaxoSmithKline is divesting its rare disease gene therapy drugs to private biotech company Orchard Therapeutics as Chief Executive Emma Walmsley makes good on her promise to prune the drugmaker's pharmaceuticals portfolio.,healthNews,3
